,Text
1392,Just learned that my physics prof from Penn is head of Fermilab &amp; still has some of my old homework <U+263A><U+FE0F>
1393,@ruskin147 It is unfortunately common for many in academia to overweight the value of ideas &amp; underweight bringing… https://t.co/OFFoojCqNv
1394,@l_vaux @kulpability @tlowdon @EthicalSkeptic People are extremely unlikely to die of Covid/sars-cov2 alone. If you… https://t.co/g7vxPUpkVn
1395,@PPathole @kulpability @tlowdon @EthicalSkeptic That &amp; Giga Berlin are why I’m headed to Germany this week. Convers… https://t.co/QqDcDOV2JO
1396,@tlowdon @EthicalSkeptic Antibody half-life for cov2 is very short. In a study that SpaceX did working with Harvard… https://t.co/dyL0P8xvUF
1397,@PPathole @tlowdon @EthicalSkeptic Yeah
1398,"@kulpability @tlowdon @EthicalSkeptic One person at Tesla (out of 60,000) was hospitalized in serious condition (he… https://t.co/UNJGvlveuk"
1399,"@tlowdon @EthicalSkeptic Some of the tests we initially tried at Tesla were ~50% false positive, including some fro… https://t.co/bY0ooPHPp7"
1400,@WholeMarsBlog @MarcusHouseGame @Neopork85 @SpaceX @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Not yet
1401,@MarcusHouseGame @Neopork85 @SpaceX @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Yes.… https://t.co/O2qpNV2Qry
1402,"@ICannot_Enough People read too much into this level of detail. It’s not useful for predicting the future, nor can… https://t.co/i2rRGlbX8J"
1403,@ICannot_Enough Critical feedback is always appreciated btw
1404,"@biogirl09 @JaneidyEve @Tesmanian_com @SpaceX We can’t have a blanket pass, but maybe for some events"
1405,@Neopork85 @SpaceX @MarcusHouseGame @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Boost… https://t.co/vV2AGJE8MW
1406,@flcnhvy @PPathole @ID_AA_Carmack Later versions of a larger device would have that potential
1407,@EvaFoxU @waitbutwhy Yup
1408,"@PPathole @ID_AA_Carmack Actually C, although the syntax could be improved esthetically"
1409,"@ID_AA_Carmack I like C, because it avoids class warfare"
1410,@PPathole @IEEESpectrum @neuralink A nightcap would probably work best
1411,@IEEESpectrum @neuralink Pretty much
1412,@Tesmanian_com Good summary
1413,Conceptual telepathy
1414,"RT @waitbutwhy: If you ever fantasize about having been an 1880s engineer working in Edison’s lab, apply to work at @neuralink."
1415,Ahem … starting soon https://t.co/eCGHH5stOn
1416,"“All of physics is either impossible or trivial. It is impossible until you understand it, and then it becomes trivial.” E Rutherford"
1417,@flcnhvy Giant gap between experimental medical device for use only in patients with extreme medical problems &amp; wid… https://t.co/f0FIB1W94Z
1418,@tobyliiiiiiiiii @Erdayastronaut @flcnhvy @DJSnM Testing with shorter RVac skirt went well. Full length skirt test coming soon.
1419,Neuralink product demo in 3 hours. Webcast at https://t.co/Y9wREd78oj.
1420,@Erdayastronaut @flcnhvy @DJSnM Raptor reached 230 mT-F (over half a million pounds of thrust) at peak pressure wit… https://t.co/1sPnwBelpA
1421,"@nextspaceflight Good chance something will slip, but, yeah, Sunday is intense"
1422,@Erdayastronaut @flcnhvy @DJSnM Only need 2 engines
1423,@AstroJordy @flcnhvy @DJSnM Boring Co tunnel in Vegas is only a few months from being operational
1424,"@flcnhvy @DJSnM Neuralink this month &amp; Tesla next month, SpaceX probably October. We will have made a lot of progre… https://t.co/cjSgR0sJIT"
1425,@zeitmas @DJSnM Soon
1426,@DJSnM They’re quite accurate!
1427,@EvaFoxU That number sure comes up a lot <U+0001F923><U+0001F923>
1428,@ajtourville @peterdog15 I’m fine with reasonable drone footage. Just needs to be at a fair distance &amp; not coming r… https://t.co/hsPkw3Zk1Y
1429,@GerberKawasaki @Tesla Thanks to a smart and hardworking team at Tesla. These sure are wild times …
1430,@Teslarati Much appreciated. This was a serious attack.
1431,@thejackbeyer @NASASpaceflight Brave Starhopper carried the day
1432,@ItMotivatesUs Only so many days @waitbutwhy https://t.co/19h4u8TA2a
1433,"@WholeMarsBlog We were too obtuse for our own good, although I think it works esthetically. Those are folded-over c… https://t.co/aLExCZiJ1l"
1434,@cleantechnica But actually nothing. Was surprised to hear they’re across the road. Adding silicon to carbon anode… https://t.co/oohNzZEh9v
1435,@cleantechnica Nothing <U+0001F440>
1436,@lexfridman Then they leave the house and hardly ever call their parents!
1437,"The Big Bang started very, very smol https://t.co/XVvcuALZ2o https://t.co/8R92iEXVvN"
1438,@PPathole Asimov was <U+0001F525><U+0001F525>
1439,Should we believe things proportionate to the evidence that they are true? (yes)
1440,Olde skoole analog synthesizer from ancient Britain https://t.co/JG0fI3ChxC
1441,@slashdot https://t.co/WoIwia7zTn
1442,@Kristennetten @flcnhvy Was just there &amp; weather was calm. Sure hope it stays that way!
1443,@Teslarati Tesla brake lights are powered by a miniverse inside a microverse https://t.co/aduoTl537T
1444,@flcnhvy Exactly
1445,"@Erdayastronaut @Tesla No, we’re focused on developing new products &amp; scaling production"
1446,"@flcnhvy @neuralink Yes, will show V2. Still far from LASIK, but could get pretty close in a few years."
1447,Lengthy background on Neuralink by @waitbutwhy https://t.co/z2YfAupDRD
1448,"Live webcast of working @Neuralink device
Friday 3pm Pacific https://t.co/PouLbrGzFU"
1449,@engineers_feed Astronaughty
1450,@OwenSparks_ @PPathole @Erdayastronaut @dauqhx @universal_sci No
1451,@PPathole @Erdayastronaut @dauqhx @universal_sci Mars is easier than the moon for propellant production. Could get… https://t.co/ToySP1uKiF
1452,"@Erdayastronaut @dauqhx @universal_sci Starship propellant is ~78% oxygen, so an O2 plant on the moon would be enou… https://t.co/1TUKV0HViG"
1453,@waitbutwhy Now I want candy
1454,@dauqhx @universal_sci There’s a lot of frozen CO2 &amp; H2O on Mars. Heating the planet will densify the atmosphere. It’s solvable.
1455,@universal_sci Perhaps one day there will be an ocean on the northern part of Mars
1456,@jchybow @jwangARK @wintonARK It’s almost working reliably
1457,"@jwangARK @wintonARK Very different computers are needed for training vs inference. FSD is mostly Int8, but Dojo is… https://t.co/ZCnW4Z3nxH"
1458,@jwangARK @wintonARK Not exactly GPUs for NN. Lots of cores optimized for dot products with fast local memory &amp; sup… https://t.co/L8xesE456A
1459,@tesla_addicted @Erdayastronaut No &amp; not possible at this scale
1460,@Erdayastronaut Orbital launch mount
1461,"@NASASpaceflight Yeah. Occasional flights from land are ok, but frequent (daily) flights probably need ~30km / 18 m… https://t.co/5LLiqZacuU"
1462,@schristakos @skorusARK Sure
1463,@shortword On it
1464,"@coach23life I tried to warn them, but they just dug their own grave twice as fast!"
1465,"@skorusARK 400 Wh/kg *with* high cycle life, produced in volume (not just a lab) is not far. Probably 3 to 4 years."
1466,"@NASASpaceflight Starship/Super Heavy, which is ~10X mass of Zenit, will mostly launch from ocean spaceports long-term"
1467,"RT @Teslarati: Tesla Model 3 is “most satisfying” car across all ages, study reveals https://t.co/ka0iha7z6C https://t.co/XUZMuLvFHF"
1468,@johnkrausphotos @NASASpaceflight @SpaceX @SuperclusterHQ Starship/Super Heavy is ~10X bigger in mass &amp; volume
1469,A metaphor for life https://t.co/CdlL4ieLju
1470,"RT @jaxzin: Power is flowing again from the grid. 
Grateful for my @Tesla #Powerwall and 162 hours of uninterrupted backup power. <U+26A1><U+FE0F><U+26A1><U+FE0F><U+26A1><U+FE0F> ht…"
1471,"@Tesmanian_com Accurate distance calculation using only vision is fundamental. Other sensors can help, but are not fundamental."
1472,@DARPA Uh oh
1473,More fun games coming soon to ur Tesla https://t.co/zBdYGOuHsz
1474,https://t.co/hKpWJnXsFc strikes again!
1475,"@Sinan25 Sorry, noise reduction has gotten much better recently &amp; will continue to improve"
1476,@Dami_Kolz09 <U+0001F923>
1477,"@jussiwen Hardcore techno, aber vielleicht ein bisschen Fahrstuhlmusik auf der Toilette"
1478,New Tesla feature coming that enables your car to play snake jazz or Polynesian elevator music through its outside speakers wherever you go
1479,https://t.co/Bki5SOOroe
1480,"@flcnhvy @JaneidyEve Hopefully, we have achieved AI symbiosis by then"
1481,@JaneidyEve Or a self-perpetuating autocracy based on a farcical aquatic ceremony where the king is chosen by a wise panzer in a lake
1482,"@JaneidyEve Direct democracy. Short, comprehensible laws voted on directly by the people. 
Snake Jazz."
1483,<U+0001F40D><U+0001F3B7>
1484,"@WholeMarsBlog It’s quite hard for us to write the software needed to cover basic car functionality, but maybe we c… https://t.co/YWLQuX5rbv"
1485,GPT-3 sounds like Simon &amp; Garfunkel lyrics
1486,Bureaucracy is inherently kafkaesque
1487,@Tesmanian_com Dankeschön Brandenburg &amp; Grünheide!
1488,@harsimranbansal @EvaFoxU True <U+0001F923><U+0001F923>
1489,@GeffenAvraham @BryanFlanks @SpellMender @VladKarmon @torybruno @ULAEngineer @SpaceX <U+0001F446>
1490,Medical check is A-ok! https://t.co/zTRMvQ6Wvx
1491,He might run for President in 2024 https://t.co/Wo34fhKugu
1492,@Erdayastronaut @nextspaceflight Not having long chain hydrocarbons &amp; lowering preburner combustion temperature make a big difference
1493,@EverydayElon @ajtourville @comma_ai @Tesmanian_com Yes
1494,@WholeMarsBlog @ajtourville @comma_ai @Tesmanian_com Yes
1495,@DanielleFong @ajtourville @comma_ai @Tesmanian_com Absolutely needs liquid cooling. We’re applying our experience… https://t.co/EzlAXWg3rp
1496,"@TeslaTested That’s an error in Canada. The lease payment is specifically lower than loan financing, as Tesla expec… https://t.co/VAE3Ppljox"
1497,@tobyliiiiiiiiii @Erdayastronaut @nextspaceflight We will push for ten flights with Starlink
1498,"@flcnhvy @Erdayastronaut @nextspaceflight Almost never need to replace whole engine, but some individual parts like… https://t.co/fdnxdWh4eT"
1499,"@Erdayastronaut @cnunezimages @SpaceIntellige3 Mostly for employees, but we’ll support public access whenever it’s… https://t.co/Y5DB5mkZPu"
1500,@EvaFoxU @cnunezimages @SpaceIntellige3 Absolutely <U+0001F603> <U+0001F3DD>
1501,"@Erdayastronaut @nextspaceflight I don’t want be cavalier, but there isn’t an obvious limit. 100+ flights are possi… https://t.co/3dHapZhixH"
1502,@cnunezimages @SpaceIntellige3 I’ve been working in Boca since Sunday. August heat &amp; humidity in South Texas is int… https://t.co/xEPds9ItUW
1503,@ajtourville @comma_ai @Tesmanian_com Dojo V1.0 isn’t done yet. About a year away. Not just about the chips. Power… https://t.co/tSbttIdUHJ
1504,@spacecoast_stve Scorcher VI https://t.co/34O80p1hI6
1505,@antonioetayo @Erdayastronaut @C_Bass3d @NASASpaceflight @FelixSchlang Yes
1506,Elevator music is underrated
1507,"@Erdayastronaut @C_Bass3d @NASASpaceflight @FelixSchlang It’s counter-intuitive, but Raptor has so much thrust at h… https://t.co/CaGYh9NNd0"
1508,"RT @Tesla: Big updates in <U+0001F1E8><U+0001F1E6> 

– Trans-Canada Supercharging <U+2705> 
– Model Y deliveries <U+2705> 
– Leasing for Model Y &amp; Model 3 <U+0001F3AF>
https://t.co/gyFBE…"
1509,@nextspaceflight Payload reduction due to reusability of booster &amp; fairing is &lt;40% for F9 &amp; recovery &amp; refurb is &lt;1… https://t.co/sQGXv49YrS
1510,"@zubinanary @SpaceIntellige3 @guidodecaso @cnunezimages Yes, it will have huge nuts haha"
1511,"@Teslarati We really need a bigger one, so adults can squeeze in too. Guaranteed to make a party more fun. Works well with flamethrowers!"
1512,"@SpaceIntellige3 @guidodecaso @cnunezimages My favorite is one in tension, other DoF in compression. New Roadster w… https://t.co/ukLy4Dwqur"
1513,@davidgokhshtein Yes
1514,"Aloha, welcome back from space <U+0001F4AB> https://t.co/xWPN09Wtaw"
1515,"@Erdayastronaut Yeah, will post shortly"
1516,@krystof_mitka @BiIndia Winning “worst person I’ve ever worked with” is not easy. Some real champions are vying for that title!
1517,Fairing chute control &amp; ship control are closing the loop locally. Both operating on (SpaceX) autopilot.
1518,Ms Tree catches fairing in her net https://t.co/sqlJ63NetB
1519,@BiIndia <U+0001F610>
1520,RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship – first time a booster has completed six flights!…
1521,"@valleyhack @GeoffdBarrett Up there somewhere, cruising through deep space https://t.co/PcybhfpUAD"
1522,@NatGeo Must be aliens
1523,@spendg8 Yes
1524,@RGVaerialphotos @SpaceX @Erdayastronaut This little spit of dirt will take us to Mars
1525,@jwangARK Humans are swiftly becoming a small percentage of total compute
1526,"@Erdayastronaut @ProgrammerDude Max demonstrated Raptor thrust is ~225 tons &amp; min is ~90 tons, so they’re actually… https://t.co/44Fge3GIee"
1527,@AdamBlitzer @levie <U+0001F4A8>
1528,@justpaulinelol @NASASpaceflight That’s engine SN. We’re building SN8 of the ship.
1529,"@NASASpaceflight SN40 is about to be tested &amp; has several upgrades over 330 bar engine. For reference, 330 bar on R… https://t.co/vk8NzLR0SZ"
1530,Raptor engine just reached 330 bar chamber pressure without exploding! https://t.co/kVKRWksvaB
1531,"@Erdayastronaut Yeah, Starship will be a tiny dot at 20km. Hard to see with naked eye. We’ll do lots of flights."
1532,"@C_Bass3d @Erdayastronaut @NASASpaceflight @FelixSchlang Very impressive render. Note, legs will be bigger &amp; there’… https://t.co/uP3t8oW5tF"
1533,@PPathole @universal_sci This might sting a little …
1534,@PPathole The “early investor” part of Tesla is wrong. That bs has been pushed by Eberhard (worst person I’ve ever… https://t.co/XVuOEiG9eX
1535,"@universal_sci Also, there could be long period comets that intersect Earth right now. We just haven’t observed the… https://t.co/mezrzCneWO"
1536,@universal_sci Pretty much
1537,Cybertruck option package https://t.co/6Vz4XNoHf9
1538,@SteveStuWill @jagarikin Wow
1539,@Booster_Buddies @NASASpaceflight My button-twiddling makes no sense at all <U+0001F923><U+0001F923>
1540,"@flcnhvy @nickcappelli @Grimezsz You got it
https://t.co/F2rXGcz964"
1541,@EvaFoxU That’s a great one
1542,“Tanks 4 the memery” - panzer of the lake
1543,Some big milestones coming up https://t.co/K3v3yddg6J
1544,@DrPhiltill Africa is big
1545,"@AwardsDarwin Bold move, sir, bold move"
1546,"@EuricSanti @luisabinader @Tesla Thank you, Tesla is most honored!"
1547,@CowderySedge @tbdnonymous Very real possibility
1548,@BillRatchet <U+263A><U+FE0F>
1549,@WholeMarsBlog <U+0001F923><U+0001F923>
1550,"Please trash me on Wikipedia, I’m begging you"
1551,History is written by the victors … except on Wikipedia haha
1552,@nickcappelli @Grimezsz Cover of Barbie Girl
1553,@tbdnonymous Yes. Probably more accurate to say Great Filters plural.
1554,"@nickcappelli @Grimezsz Yes, it’s called Cyber Girl"
1555,We must pass The Great Filter
1556,Sounds right https://t.co/dm76FJq3hX
1557,@Dr_rami @tomdestella @RobertDowneyJr Seriously
1558,@long_elon Crysis rocks
1559,A truly useful exaflop at de facto FP32
1560,"@Kristennetten @engineers_feed Metal has a fudge-like consistency near its melting point, so you can just smoosh it together"
1561,@engineers_feed This is how we make Falcon 9
1562,https://t.co/mDoPO17YB9 https://t.co/326rkUEYW8
1563,"@flcnhvy @ICannot_Enough @Tesla This is out of our hands, so hard to predict. Maybe on order of 10 billion km of re… https://t.co/38fzby8pNO"
1564,@austinbarnard45 Yes
1565,@realwillreil @GiulioCoraggio <U+0001F923><U+0001F923> hasty govt <U+0001F923><U+0001F923>
1566,"@teslaownersSV @PPathole @ICannot_Enough @flcnhvy @Tesla A lot of work remains. Technically, we have it working in… https://t.co/WzG16TAxEe"
1567,@PPathole @ICannot_Enough @flcnhvy @Tesla Dojo is still being built. Maybe a year or so from V1.0.
1568,"@ICannot_Enough @flcnhvy @Tesla Autopilot was trapped in a local maximum, labeling single camera images uncorrelate… https://t.co/W1gOo6ETzH"
1569,@ICannot_Enough @flcnhvy @Tesla Your insights over the years have been excellent. That’s approximately right.
1570,"@GiulioCoraggio Absolutely, but it doesn’t seem that govt can move fast enough"
1571,@teslaownersSV Ok
1572,@flcnhvy It will blow ur mind haha https://t.co/LqnKEN5Kjn
1573,"Our main engineering locations are Palo Alto, Austin &amp; Seattle, but working remotely is acceptable for exceptional candidates"
1574,"@tomdestella I want to do electric vtol supersonic sooo bad, but my brain will overload"
1575,"@universal_sci Asteroid impact risk is well understood, but not comets. Those worry me."
1576,Great mission patch design! https://t.co/p2Ic1crPef
1577,@Nikola_Truth Haha true
1578,@WholeMarsBlog @alesssj4 Yup
1579,@flcnhvy @teslaownersSV Exactly
1580,"@Kristennetten @teslaownersSV @Erdayastronaut Also definitely coming haha. Will only be on relatively recent cars,… https://t.co/6GBXaxTn4a"
1581,"@vicentes @teslaownersSV @Erdayastronaut Sorry, this is embarrassingly late. Two factor authentication via sms or a… https://t.co/rAXDlK9jTi"
1582,"@_bennettm_ @Erdayastronaut Yes! We’re labeling bumps &amp; potholes, so the car can slow down or steer around them when safe to do so."
1583,"@teslaownersSV @Erdayastronaut Not perfectly at first, but yes. Will take maybe a year or so to get really good at… https://t.co/3S2XZAnacE"
1584,@Erdayastronaut This is what I meant by “4D” https://t.co/xpX7j5SnPy
1585,"@Erdayastronaut The FSD improvement will come as a quantum leap, because it’s a fundamental architectural rewrite,… https://t.co/K2CB4Nimiy"
1586,Tesla is developing a NN training computer called Dojo to process truly vast amounts of video data. It’s a beast! P… https://t.co/Aipo9Gd8ek
1587,@Teslarati More software improvements coming
1588,@cleantechnica Significant improvements coming to S/X air suspension soon via software update! Will simultaneously… https://t.co/Jjunwv2j94
1589,"@stoolpresidente H2O, CH4/CO2, N2, iron, nickel, chrome, aluminum (not necessarily in that order) will matter far m… https://t.co/iAQiCeTdoA"
1590,@waitbutwhy @lukeprog What are the odds … ?
1591,@viktaur27 @Teslarati The rate of improvement from original GPT to GPT-3 is impressive. If this rate of improvement… https://t.co/kTpPeRcwT5
1592,@Teslarati Tesla team is working hard on increasing Powerwall production
1593,RT @JimBridenstine: NEWS: @NASA &amp; @SpaceX are targeting no earlier than Oct. 23 for Crew Dragon’s first operational mission to the @Space_S…
1594,@C_Bass3d @Erdayastronaut SN8
1595,@Erdayastronaut Impressive
1596,@stoolpresidente Psyche https://t.co/ZkOI8FPVZZ
1597,"@Erdayastronaut @KenKirtland17 @torybruno @ulalaunch @SpaceX @blueorigin @DJSnM @ThePrimalDino Yes, integrated with the tip of the nose"
1598,@Teslarati This is important
1599,@Erdayastronaut Probably not faster than utility power can be restored. Powerwall/Powerpack/Megapack can certainly… https://t.co/712ZNZTmbj
1600,@KenKirtland17 @torybruno @ulalaunch @SpaceX @blueorigin @Erdayastronaut @DJSnM @ThePrimalDino Starship fairing wil… https://t.co/U2wI4CGI5t
1601,@pantsbobsponge @andyjstanton @TimFernholz You are correct. This is a substantial underpayment compared to what ULA has received.
1602,@TimFernholz So why is this madness acceptable for Boeing/Lockheed rockets?
1603,@TimFernholz Nobody would suggest buying airplanes that only fly once &amp; then crash into the ocean. That would be absurd …
1604,@Tesmanian_com I generally try my best not to be on patents
1605,@TimFernholz Efficiently reusable rockets are all that matter for making life multiplanetary &amp; “space power”. Becau… https://t.co/AlG6Ue95vE
1606,@WholeMarsBlog Will be amazing to see it in operation! Biggest casting machine ever made. Will make rear body in a… https://t.co/mwZJYLhd88
1607,@renarddemoscou @BillGates Sorry to hear this. What can we do to help?
1608,@Teslarati No surprise
1609,@Teslarati Aiming to make it super fun!
1610,@Teslarati A little toastier each flight
1611,"@flcnhvy Same hex tiles, slightly different mounting method. Need bigger sections of tiles to see how they hold up… https://t.co/XNIPTypahf"
1612,SN7 will be new alloy test tank taken to burst pressure. SN8 will have body flaps &amp; nosecone.
1613,SN 5 &amp; 6 at Starship Production Complex in Texas https://t.co/8BVRD5VdU7
1614,"@Mark_Goldberg_ @Tesla One day soon, I will wear this outfit https://t.co/T0SnF4UgYK"
1615,@Mark_Goldberg_ @Tesla I was trying to channel Herb Tarlek from WKRP https://t.co/0RC72S0ZAY
1616,@Mark_Goldberg_ @Tesla Note the fabulous plaid jacket &amp; gingham shirt combo <U+0001F923>
1617,@archillect Twin Peaks
1618,@SamTalksTesla Working on my Mom’s cousin’s farm in Saskatchewan at age 17. I think we did a barn-raising that day.
1619,@wonderofscience https://t.co/y7LrlouXr9
1620,"@Erdayastronaut Not sure yet, but hopefully. Will need leg &amp; other repairs. Probably SN6 flies before SN5. We need… https://t.co/CGXSNck6uv"
1621,@lexfridman Clearly
1622,RT @Erdayastronaut: Spot the tiny humans!!! This shot really puts it into scale!!! A full blown Starship and SuperHeavy will be hard to fat…
1623,@ramacvr @Kristennetten @PPathole @BernieSanders Also true
1624,@Kristennetten @PPathole @BernieSanders <U+0001F923><U+0001F923>
1625,"@PPathole @BernieSanders Over time, since we give all employees shares, my ownership is diluted automatically. From… https://t.co/AQgI0Cu2HN"
1626,"RT @ThePlanetaryGuy: Videos like this will always amaze me...

Astronomer Jan Koet captured this video in 2007 of Saturn appearing behind t…"
1627,@RationalEtienne @BernieSanders I wonder if he reads his Twitter feed
1628,"@BernieSanders And why aim your attacks at Tesla, when we’re doing more than any other company on Earth to advance… https://t.co/Vc6iSFxioZ"
1629,@BernieSanders That bs was pushed by oil &amp; gas interests to distract people from the $5 *trillion* per year they re… https://t.co/pTAWt9dHHc
1630,@Siconik1 @WR4NYGov @28delayslater @BernieSanders <U+0001F3AF>
1631,@WR4NYGov @BernieSanders Good analysis. He also includes a govt loan for high efficiency vehicles that Tesla paid b… https://t.co/iaklN5fvpb
1632,@westcoastbill <U+0001F4AF>
1633,"@johnkrausphotos @Erdayastronaut @queue_max @NASASpaceflight Yeah, full name of engine is Velociraptor or Raptor for short"
1634,"@tobyliiiiiiiiii @Erdayastronaut @queue_max @NASASpaceflight Haha, good catch. Booster will have fixed legs that add ~2m in height."
1635,@Erdayastronaut @queue_max @NASASpaceflight I think we can get (Veloci)Raptor T/W on par with Merlin. Latter also s… https://t.co/dlMy5rybrK
1636,@NASASpaceflight It will look crazy tall with booster &amp; fairing at 122m / 394 ft
1637,@RenataKonkoly @TimothyBuffett @Teslarati @JaneidyEve Ok
1638,"@TimothyBuffett @Teslarati Apart from failing to quarantine elderly/at-risk people early (a mistake they recognize), they were right"
1639,@Teslarati https://t.co/kogvN4rMJ8
1640,Good piece on Giga Berlin construction https://t.co/pA8sgEpV9Y
1641,@FutureJurvetson @SpaceX This seems increasingly likely
1642,RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/szO3thMxqa
1643,@Teslarati This is gonna be great
1644,SN5 https://t.co/GlZ28KFVHU
1645,RT @Tesla: Looking up in Model Y https://t.co/iAfpJ491Zz
1646,RT @SpaceX: Starship takes flight https://t.co/IWvwcA05hl
1647,"@PPathole @TrevorMahlmann @arstechnica We’ll do several short hops to smooth out launch process, then go high altitude with body flaps"
1648,@ebelardo73 @bluemoondance74 @TrevorMahlmann @arstechnica Soon
1649,"@TrevorMahlmann @arstechnica V1.1 legs will be ~60% longer. V2.0 legs will be much wider &amp; taller — like Falcon, bu… https://t.co/cGEWEqny7S"
1650,@flcnhvy Progress is accelerating
1651,"RT @NASASpaceflight: LAUNCH! Starship SN5 has launched on a 150 meter test hop at SpaceX Boca Chica.

Under the power of Raptor SN27, SN5 h…"
1652,@SciGuySpace Exactly
1653,@austinbarnard45 Mars is looking real
1654,@TrevorMahlmann Possible flight in 3 mins
1655,@Erdayastronaut Most likely
1656,@flcnhvy @Lindw0rm @cleantechnica True
1657,@Lindw0rm @cleantechnica Highly likely down the road
1658,@cleantechnica True fact
1659,"@NASASpaceflight Scrubbed for the day. A Raptor turbopump spin start valve didn’t open, triggering an automatic abo… https://t.co/QDdlNXFgJg"
1660,@Erdayastronaut I’m in the Boca control room. Hop attempt in ~33 minutes.
1661,"RT @RealLifeStarman: “We are going to go to the moon, we are going to have a base on the moon, we are going to send people to mars and make…"
1662,@Erdayastronaut @SpaceX For sure
1663,"@engineers_feed Tbh, I must confess to occasionally pontificating about high-concept things"
1664,@engineers_feed Pretty much
1665,"@Erdayastronaut Nosecone closing is recommended, but not required, for safe entry"
1666,"When space travel becomes as common as air travel, the future of civilization will be assured"
1667,"RT @NASA: ""To anybody who has touched Endeavour, you should take a moment to just cherish this day."" 

Touching words from @Astro_Doug as @…"
1668,@waitbutwhy Space is the new air
1669,"RT @NASA: LIVE: An update on today's @SpaceX Dragon Endeavour splashdown, returning @AstroBehnken &amp; @Astro_Doug home to Earth. Hear from @J…"
1670,RT @JimBridenstine: UPDATE: Post-SpaceX Crew Dragon DM-2 Splashdown News Conference no earlier than 4:45pm ET. Watch live: https://t.co/qPe…
1671,Congratulations @SpaceX &amp; @NASA on completing first crewed Dragon flight!! <U+0001F1FA><U+0001F1F8> returned.
1672,RT @SpaceX: Webcast of Crew Dragon’s return to Earth from the @space_station with @AstroBehnken and @Astro_Doug <U+2192> https://t.co/bJFjLCzWdK h…
1673,"RT @SpaceX: Good splashdown of Dragon confirmed! Welcome back to Earth, @AstroBehnken and @Astro_Doug! https://t.co/0vAS3CcK9P"
1674,Dragon is stable in the water
1675,Acquisition of signal expected in 5 mins
1676,4 mins to Dragon loss of signal due to atmospheric entry plasma
1677,Dragon will travel from south of New Zealand to Florida in ~37 minutes
1678,Coming in hot https://t.co/dzFr5BNBfF
1679,Astronauts land in 2 hours @NASA @SpaceX
1680,RT @SpaceX: Crew Dragon’s flight back to Earth with @AstroBehnken and @Astro_Doug remains on track; targeting splashdown off the coast of P…
1681,"@Erdayastronaut @SpaceX However, we did prove that a SuperDraco landing could work by doing a propulsive hover https://t.co/Mr7VFIQwWf"
1682,"@Erdayastronaut @SpaceX All correct. Parachutes were originally the backup landing system, with SuperDraco thruster… https://t.co/941A2oDu5H"
1683,@meier1028 @SpaceX @Space_Station @AstroBehnken @Astro_Doug Great game
1684,@NatalCicuto @Tesla @Kristennetten @TeslaForThe_Win Working on it
1685,"RT @Commercial_Crew: .@Astro_Doug &amp; @AstroBehnken will spend one more night in space prior to returning to their homeland, Earth.

While as…"
1686,"RT @NASA: The view from inside the @SpaceX Dragon Endeavour, as @AstroBehnken &amp; @Astro_Doug monitor their departure from @Space_Station: ht…"
1687,RT @SpaceX: Separation confirmed. Dragon performing 4 departure burns to move away from the @Space_Station https://t.co/ea14fozdO8
1688,RT @SpaceX: Crew Dragon will depart the @Space_Station with @AstroBehnken and @Astro_Doug in about 6 hours and splash down off the coast of…
1689,@engineeringvids The simplest solution is not necessarily the most satisfying
1690,"RT @cleantechnica: Tesla Autopilot Accidents: 1 out of 4,530,000 Miles; US Average: 1 out of 479,000 Miles https://t.co/NnBeTmY1Tr"
1691,RT @Tesla: Tesla Q2 Vehicle Safety Report https://t.co/C7no6bBwGc
1692,<U+0001F9D9><U+200D><U+2642><U+FE0F> https://t.co/xxvcWMrTwS
1693,@cybrtrck Absolutely. Long-lasting art is incredibly difficult.
1694,This BBC article provides a sensible summary for how it was done https://t.co/le3r20BWID
1695,RT @JimBridenstine: NEWS: Teams from @NASA and @SpaceX remain GO with plans to bring @Astro_Doug and @AstroBehnken home to Earth on Sunday…
1696,"RT @NASA: They're coming home! <U+0001F30E><U+0001FA82>

On Aug. 1, astronauts @AstroBehnken and @Astro_Doug will depart the @Space_Station on @SpaceX's Crew Dra…"
1697,"The Great Pyramid was the tallest structure made by humans for 3800 years. Three thousand, eight hundred years.  https://t.co/6DU46eMbni"
1698,RT @Commercial_Crew: @NASA and @SpaceX remain GO with plans to bring @Astro_Doug and @AstroBehnken home to Earth this weekend. Teams will c…
1699,@waitbutwhy So true
1700,Ramses II was <U+0001F60E>
1701,Aliens built the pyramids obv
1702,@Iearnsomethlng Ancient Egypt had an incredible esthetic that stands to this day
1703,@notch <U+263A><U+FE0F>
1704,@matfabrix @engineers_feed Witch logic https://t.co/o5xAopSNw1
1705,"@matfabrix @engineers_feed Things we take for granted, like flying, would have had you burned at the stake for witchcraft not that long ago"
1706,@engineers_feed Engineering is magic made real
1707,@JaneidyEve Lo Que Construimos https://t.co/2yg5GAtgV9
1708,@thesheetztweetz Cool
